,timestamp,source,poly,lfsr_index,db_time,sweep
0,2024-05-31T14:09:40.716389Z,6b9e8eae9ba4601a,1,77041,69977,0
1,2024-05-31T14:09:40.717162Z,6b9e8eae9ba4601a,1,37101,83300,1
2,2024-05-31T14:09:53.637199Z,4d788429a9a96fca,0,105982,335659738,1
3,2024-05-31T14:09:53.714533Z,6b9e8eae9ba4601a,1,63526,768503342,1
4,2024-05-31T14:09:53.723244Z,4d788429a9a96fca,1,63784,335732623,1
5,2024-05-31T14:09:53.731491Z,defe4df80cb89ccd,1,64626,186325138,1
6,2024-05-31T14:09:53.739846Z,243ac13b0e524d07,0,105817,277092256,0
7,2024-05-31T14:09:53.747993Z,4d788429a9a96fca,1,104363,335739386,1
8,2024-05-31T14:09:53.753932Z,243ac13b0e524d07,1,64941,277105423,1
9,2024-05-31T14:09:53.757131Z,4d788429a9a96fca,0,63401,335752538,0
10,2024-05-31T14:09:53.759352Z,6b9e8eae9ba4601a,0,63140,768523257,1
11,2024-05-31T14:09:53.761505Z,defe4df80cb89ccd,0,64251,186345055,0
12,2024-05-31T14:09:53.763815Z,6b9e8eae9ba4601a,0,104422,768530138,0
13,2024-05-31T14:09:53.766229Z,4d788429a9a96fca,0,103977,335759301,0
14,2024-05-31T14:09:53.768025Z,defe4df80cb89ccd,0,105413,186351915,0
15,2024-05-31T14:09:53.769605Z,defe4df80cb89ccd,1,63860,186364969,1
16,2024-05-31T14:09:53.771045Z,6b9e8eae9ba4601a,1,104045,768550055,0
17,2024-05-31T14:09:53.811457Z,6b9e8eae9ba4601a,1,61661,768602929,1
18,2024-05-31T14:09:53.815052Z,4d788429a9a96fca,1,61909,335832207,1
19,2024-05-31T14:09:53.819052Z,4d788429a9a96fca,1,102390,335838954,0
20,2024-05-31T14:09:53.834519Z,defe4df80cb89ccd,1,62345,186444635,1
21,2024-05-31T14:09:53.842546Z,243ac13b0e524d07,1,103373,277211726,0
22,2024-05-31T14:09:53.849086Z,6b9e8eae9ba4601a,1,102473,768629711,0
23,2024-05-31T14:09:53.853944Z,4d788429a9a96fca,0,61168,335872043,1
24,2024-05-31T14:09:53.857999Z,6b9e8eae9ba4601a,0,102077,768649625,0
25,2024-05-31T14:09:53.917059Z,4d788429a9a96fca,0,100398,335938521,0
26,2024-05-31T14:09:53.922025Z,6b9e8eae9ba4601a,0,100892,768709366,1
27,2024-05-31T14:09:53.926485Z,defe4df80cb89ccd,0,101838,186531137,1
28,2024-05-31T14:09:53.931198Z,6b9e8eae9ba4601a,0,59432,768722436,0
29,2024-05-31T14:09:53.951702Z,4d788429a9a96fca,0,59314,335971632,0
30,2024-05-31T14:09:53.956819Z,6b9e8eae9ba4601a,0,59070,768742355,1
31,2024-05-31T14:09:53.961546Z,243ac13b0e524d07,0,60357,277344415,0
32,2024-05-31T14:09:53.991304Z,4d788429a9a96fca,1,58615,336011474,1
33,2024-05-31T14:09:53.995556Z,defe4df80cb89ccd,1,100339,186610805,0
34,2024-05-31T14:09:53.999386Z,6b9e8eae9ba4601a,1,99405,768789036,0
35,2024-05-31T14:09:54.002426Z,4d788429a9a96fca,1,98913,336018191,0
36,2024-05-31T14:09:54.021379Z,4d788429a9a96fca,0,98557,336038111,0
37,2024-05-31T14:09:54.029690Z,defe4df80cb89ccd,0,99980,186630725,0
38,2024-05-31T14:09:54.035073Z,6b9e8eae9ba4601a,0,99060,768808958,0
39,2024-05-31T14:09:54.039234Z,6b9e8eae9ba4601a,0,57644,768822035,0
40,2024-05-31T14:09:54.041943Z,243ac13b0e524d07,0,99491,277410876,1
41,2024-05-31T14:09:54.044729Z,6b9e8eae9ba4601a,0,98703,768828879,1
42,2024-05-31T14:09:54.047667Z,243ac13b0e524d07,0,58926,277424095,0
43,2024-05-31T14:09:54.090071Z,4d788429a9a96fca,1,56900,336111087,0
44,2024-05-31T14:09:54.098213Z,243ac13b0e524d07,1,57898,277483863,0
45,2024-05-31T14:09:54.102566Z,4d788429a9a96fca,1,97240,336117810,1
46,2024-05-31T14:09:54.106741Z,6b9e8eae9ba4601a,1,97719,768888654,0
47,2024-05-31T14:09:54.110339Z,defe4df80cb89ccd,1,98650,186710423,0
48,2024-05-31T14:09:54.113101Z,243ac13b0e524d07,1,98166,277490574,0
49,2024-05-31T14:09:54.172838Z,6b9e8eae9ba4601a,1,55380,768961515,1
50,2024-05-31T14:09:54.194893Z,defe4df80cb89ccd,0,56023,186803216,1
51,2024-05-31T14:09:54.202906Z,6b9e8eae9ba4601a,0,96238,768988305,0
52,2024-05-31T14:09:54.210078Z,4d788429a9a96fca,0,95790,336217466,0
53,2024-05-31T14:09:54.214233Z,4d788429a9a96fca,1,55094,336230662,0
54,2024-05-31T14:09:54.218086Z,6b9e8eae9ba4601a,1,95958,769008238,0
55,2024-05-31T14:09:54.259013Z,defe4df80cb89ccd,0,96300,186869869,0
56,2024-05-31T14:09:54.297462Z,4d788429a9a96fca,0,94366,336317126,1
57,2024-05-31T14:09:54.313423Z,243ac13b0e524d07,0,95275,277689889,1
58,2024-05-31T14:09:54.331682Z,defe4df80cb89ccd,1,54031,186942742,1
59,2024-05-31T14:09:54.338270Z,6b9e8eae9ba4601a,1,94216,769127825,0
60,2024-05-31T14:09:54.343924Z,4d788429a9a96fca,1,93762,336356985,0
61,2024-05-31T14:09:54.348600Z,243ac13b0e524d07,1,54365,277723029,1
62,2024-05-31T14:09:54.351121Z,4d788429a9a96fca,0,53170,336370198,0
63,2024-05-31T14:09:54.353528Z,6b9e8eae9ba4601a,0,52864,769140912,1
64,2024-05-31T14:09:54.354915Z,defe4df80cb89ccd,0,53753,186962675,0
65,2024-05-31T14:09:54.356758Z,6b9e8eae9ba4601a,0,93915,769147754,0
66,2024-05-31T14:09:54.390519Z,4d788429a9a96fca,1,52617,336410065,1
67,2024-05-31T14:09:54.394331Z,6b9e8eae9ba4601a,1,52312,769180780,0
68,2024-05-31T14:09:54.400197Z,6b9e8eae9ba4601a,1,93317,769187614,1
69,2024-05-31T14:09:54.440321Z,4d788429a9a96fca,0,92251,336456630,1
70,2024-05-31T14:09:54.447364Z,243ac13b0e524d07,0,52958,277822693,0
71,2024-05-31T14:09:54.454677Z,243ac13b0e524d07,0,93135,277829389,1
72,2024-05-31T14:09:54.472596Z,6b9e8eae9ba4601a,0,51315,769260532,0
73,2024-05-31T14:09:54.481117Z,6b9e8eae9ba4601a,0,92100,769267329,1
74,2024-05-31T14:09:54.491596Z,243ac13b0e524d07,0,92519,277869245,1
75,2024-05-31T14:09:54.507997Z,4d788429a9a96fca,1,51113,336529692,0
76,2024-05-31T14:09:54.510875Z,defe4df80cb89ccd,1,51636,187122160,0
77,2024-05-31T14:09:54.515244Z,defe4df80cb89ccd,1,92333,187128943,1
78,2024-05-31T14:09:54.539854Z,defe4df80cb89ccd,0,92014,187148869,1
