,timestamp,frame,dotbot_x_mm,dotbot_y_mm,dotbot_z_mm,lh_x_mm,lh_y_mm,lh_z_mm,lh_roll_deg,lh_pitch_deg,lh_yaw_deg
9461,2024-05-31T12:05:15.810000Z,10986,1291.14684,-264.61815,565.55839,427.3783,-648.82145,969.26151,-124.32838,-83.69518,-36.56274
9462,2024-05-31T12:05:15.820000Z,10987,1291.01085,-264.99821,567.50859,427.43463,-648.80511,969.25138,-124.47295,-83.62305,-36.7084
9463,2024-05-31T12:05:15.830000Z,10988,1290.79334,-265.60802,569.57756,427.3654,-648.83909,969.23288,-124.45822,-83.6937,-36.66351
9464,2024-05-31T12:05:15.840000Z,10989,1290.55117,-266.14966,571.54519,427.36659,-648.82582,969.22536,-124.27351,-83.70925,-36.49057
9465,2024-05-31T12:05:15.850000Z,10990,1290.33023,-266.68553,573.46342,427.37857,-648.86797,969.24132,-124.19792,-83.67907,-36.36975
9466,2024-05-31T12:05:15.860000Z,10991,1289.98354,-267.26452,575.45131,427.42454,-648.89603,969.24237,-124.77345,-83.66124,-36.89823
9467,2024-05-31T12:05:15.870000Z,10992,1289.627,-267.75106,577.43276,427.3592,-648.85474,969.25356,-124.00754,-83.73508,-36.17453
9468,2024-05-31T12:05:15.880000Z,10993,1289.18043,-268.16305,579.35722,427.37666,-648.85816,969.2278,-124.29253,-83.72241,-36.43546
9469,2024-05-31T12:05:15.890000Z,10994,1288.64596,-268.5103,581.30324,427.36357,-648.84991,969.22947,-124.15289,-83.75161,-36.3308
9470,2024-05-31T12:05:15.900000Z,10995,1287.98717,-268.81969,583.27753,427.37786,-648.82088,969.24891,-123.90617,-83.73021,-36.14557
9471,2024-05-31T12:05:15.910000Z,10996,1287.30897,-269.12085,585.04781,427.46586,-648.8568,969.25223,-124.98431,-83.61713,-37.19328
9472,2024-05-31T12:05:15.920000Z,10997,1286.53331,-269.54209,586.79452,427.36694,-648.88293,969.25259,-124.05311,-83.75262,-36.16602
9473,2024-05-31T12:05:15.930000Z,10998,1285.82328,-269.88342,588.31254,427.39012,-648.86545,969.2446,-124.3039,-83.72965,-36.47374
9474,2024-05-31T12:05:15.940000Z,10999,1285.15512,-270.32629,589.82759,427.43074,-648.92489,969.28128,-124.50782,-83.64404,-36.67717
9475,2024-05-31T12:05:15.950000Z,11000,1284.5638,-270.62379,591.04846,427.343,-648.87247,969.26289,-123.87222,-83.76591,-36.03547
9476,2024-05-31T12:05:15.960000Z,11001,1284.04852,-270.99599,592.32282,427.3806,-648.92545,969.24811,-124.16315,-83.66634,-36.26625
9477,2024-05-31T12:05:15.970000Z,11002,1283.58383,-271.27952,593.47417,427.3816,-648.84645,969.24718,-124.27009,-83.71363,-36.43769
9478,2024-05-31T12:05:15.980000Z,11003,1283.12689,-271.51782,594.57029,427.38986,-648.87599,969.25479,-123.78236,-83.6637,-35.93929
9479,2024-05-31T12:05:15.990000Z,11004,1282.8003,-271.76965,595.80763,427.41067,-648.85359,969.24892,-124.36642,-83.65419,-36.52238
9480,2024-05-31T12:05:16.000000Z,11005,1282.44913,-271.84608,596.90053,427.40369,-648.79807,969.32936,-124.3669,-83.66895,-36.66745
9481,2024-05-31T12:05:16.010000Z,11006,1282.11198,-271.91723,598.08811,427.4246,-648.80249,969.31526,-124.2049,-83.64236,-36.5111
9482,2024-05-31T12:05:16.020000Z,11007,1281.80631,-271.93495,599.33867,427.37653,-648.8664,969.27201,-123.94701,-83.69894,-36.12124
9483,2024-05-31T12:05:16.030000Z,11008,1281.44833,-271.82837,600.47508,427.34945,-648.87964,969.26208,-123.94077,-83.7384,-36.11635
9484,2024-05-31T12:05:16.040000Z,11009,1281.02788,-271.81385,601.7103,427.40122,-648.8497,969.26178,-124.39396,-83.67099,-36.57995
9485,2024-05-31T12:05:16.050000Z,11010,1280.63032,-271.60835,602.7427,427.38352,-648.8689,969.27159,-124.19697,-83.67989,-36.37059
9486,2024-05-31T12:05:16.060000Z,11011,1280.22088,-271.4178,603.7698,427.41118,-648.91181,969.29093,-124.43771,-83.64909,-36.60855
9487,2024-05-31T12:05:16.070000Z,11012,1279.88197,-271.27061,604.78069,427.42946,-648.89881,969.26443,-124.70026,-83.67503,-36.86449
9488,2024-05-31T12:05:16.080000Z,11013,1279.54841,-271.05852,605.71634,427.39805,-648.89168,969.26851,-124.16993,-83.67144,-36.37099
9489,2024-05-31T12:05:16.090000Z,11014,1279.31059,-270.7624,606.67888,427.39088,-648.90413,969.28427,-124.11898,-83.68481,-36.30245
9490,2024-05-31T12:05:16.100000Z,11015,1279.16317,-270.37396,607.66465,427.41503,-648.87216,969.26806,-124.53913,-83.64764,-36.73392
9491,2024-05-31T12:05:16.110000Z,11016,1279.00227,-269.92653,608.70916,427.40965,-648.86335,969.26491,-124.42645,-83.68765,-36.62633
9492,2024-05-31T12:05:16.120000Z,11017,1278.85146,-269.46975,609.8806,427.40275,-648.89167,969.24816,-124.26722,-83.61327,-36.45182
9493,2024-05-31T12:05:16.130000Z,11018,1278.71148,-268.82548,610.96458,427.40303,-648.84213,969.23203,-124.45442,-83.65661,-36.65384
9494,2024-05-31T12:05:16.140000Z,11019,1278.56142,-268.17785,612.25579,427.37986,-648.87328,969.24849,-124.16739,-83.71372,-36.32305
9495,2024-05-31T12:05:16.150000Z,11020,1278.38041,-267.38896,613.43465,427.40794,-648.87915,969.23421,-124.36705,-83.61843,-36.48135
9496,2024-05-31T12:05:16.160000Z,11021,1278.20503,-266.52946,614.72557,427.44888,-648.85879,969.21904,-124.65739,-83.61023,-36.81351
9497,2024-05-31T12:05:16.170000Z,11022,1278.00321,-265.53086,615.84962,427.40774,-648.87169,969.24531,-124.47675,-83.66508,-36.65939
9498,2024-05-31T12:05:16.180000Z,11023,1277.77383,-264.57469,617.05785,427.39223,-648.91774,969.24876,-124.19972,-83.6808,-36.35139
9499,2024-05-31T12:05:16.190000Z,11024,1277.47747,-263.49766,618.14023,427.40701,-648.86594,969.2324,-124.52094,-83.69331,-36.67006
9500,2024-05-31T12:05:16.200000Z,11025,1277.14684,-262.36288,619.20456,427.40888,-648.84072,969.25146,-124.45326,-83.65646,-36.65344
9501,2024-05-31T12:05:16.210000Z,11026,1276.78687,-261.22185,620.19353,427.37507,-648.85646,969.23052,-124.38876,-83.72128,-36.60011
9502,2024-05-31T12:05:16.220000Z,11027,1276.36568,-260.0483,621.22637,427.37886,-648.8774,969.23729,-124.44086,-83.73473,-36.63577
9503,2024-05-31T12:05:16.230000Z,11028,1275.86755,-258.82846,622.16083,427.40746,-648.86314,969.24396,-124.52461,-83.69254,-36.68343
9504,2024-05-31T12:05:16.240000Z,11029,1275.36054,-257.56557,623.13451,427.36817,-648.84046,969.23566,-124.13201,-83.7328,-36.30338
9505,2024-05-31T12:05:16.250000Z,11030,1274.8257,-256.29033,624.07864,427.42734,-648.89019,969.24937,-124.72912,-83.64443,-36.86999
9506,2024-05-31T12:05:16.260000Z,11031,1274.35141,-254.94056,625.04528,427.41617,-648.86094,969.26099,-124.59067,-83.62291,-36.79189
9507,2024-05-31T12:05:16.270000Z,11032,1273.80992,-253.55368,625.95517,427.41827,-648.8542,969.25774,-124.55731,-83.67039,-36.73748
9508,2024-05-31T12:05:16.280000Z,11033,1273.38999,-252.22039,626.88989,427.40623,-648.82071,969.31574,-124.64249,-83.65415,-36.9492
9509,2024-05-31T12:05:16.290000Z,11034,1272.92076,-250.88098,627.85135,427.37401,-648.88971,969.24824,-124.29774,-83.6825,-36.44654
9510,2024-05-31T12:05:16.300000Z,11035,1272.56241,-249.45437,628.71921,427.40574,-648.87312,969.26035,-124.69308,-83.67615,-36.89157
9511,2024-05-31T12:05:16.310000Z,11036,1272.20792,-248.08507,629.66499,427.4046,-648.87253,969.25805,-124.69289,-83.68006,-36.8496
9512,2024-05-31T12:05:16.320000Z,11037,1271.88472,-246.66972,630.65702,427.3703,-648.91426,969.25405,-124.17604,-83.67458,-36.32579
9513,2024-05-31T12:05:16.330000Z,11038,1271.597,-245.30253,631.69024,427.41791,-648.89096,969.23612,-124.86866,-83.65968,-37.03025
9514,2024-05-31T12:05:16.340000Z,11039,1271.3135,-243.91284,632.76938,427.40898,-648.87805,969.2503,-124.48822,-83.67391,-36.6711
9515,2024-05-31T12:05:16.350000Z,11040,1271.05196,-242.54722,633.83828,427.4021,-648.8467,969.24857,-124.45345,-83.65685,-36.65248
9516,2024-05-31T12:05:16.360000Z,11041,1270.80157,-241.20101,634.99678,427.39136,-648.82181,969.24284,-124.50393,-83.68106,-36.72023
9517,2024-05-31T12:05:16.370000Z,11042,1270.49989,-239.81724,636.00133,427.4308,-648.82643,969.31133,-124.7004,-83.64196,-36.97446
9518,2024-05-31T12:05:16.380000Z,11043,1270.15717,-238.51971,637.05955,427.38446,-648.85734,969.24182,-124.35448,-83.7038,-36.5503
9519,2024-05-31T12:05:16.390000Z,11044,1269.7721,-237.33429,638.02631,427.44843,-648.90321,969.24442,-124.93025,-83.59673,-37.07209
9520,2024-05-31T12:05:16.400000Z,11045,1269.3582,-236.18711,638.88949,427.40778,-648.8637,969.24079,-124.75334,-83.64987,-36.92013
9521,2024-05-31T12:05:16.410000Z,11046,1268.90844,-235.12896,639.77296,427.41856,-648.85327,969.2351,-124.83766,-83.6904,-37.06089
9522,2024-05-31T12:05:16.420000Z,11047,1268.44781,-234.14705,640.60909,427.40128,-648.86175,969.24568,-124.27574,-83.67059,-36.48383
9523,2024-05-31T12:05:16.430000Z,11048,1267.88459,-233.24158,641.43187,427.38509,-648.91412,969.22041,-124.41981,-83.68223,-36.53548
9524,2024-05-31T12:05:16.440000Z,11049,1267.34522,-232.47866,642.40632,427.43462,-648.87805,969.23349,-124.78085,-83.63087,-36.93884
9525,2024-05-31T12:05:16.450000Z,11050,1266.76303,-231.68463,643.35316,427.39419,-648.88432,969.21875,-124.46983,-83.70466,-36.63094
9526,2024-05-31T12:05:16.460000Z,11051,1266.19344,-230.94963,644.46516,427.42285,-648.8485,969.23042,-124.8162,-83.68292,-37.04278
9527,2024-05-31T12:05:16.470000Z,11052,1265.65678,-230.18347,645.61041,427.38203,-648.90725,969.24511,-124.26815,-83.66375,-36.42263
9528,2024-05-31T12:05:16.480000Z,11053,1265.06458,-229.4365,646.82564,427.43274,-648.8972,969.22893,-124.42655,-83.63982,-36.5644
9529,2024-05-31T12:05:16.490000Z,11054,1264.57469,-228.65563,648.09414,427.4564,-648.91641,969.26106,-124.7866,-83.62941,-36.94231
9530,2024-05-31T12:05:16.500000Z,11055,1263.98072,-227.86561,649.31203,427.42735,-648.85265,969.24066,-124.4562,-83.61738,-36.65799
9531,2024-05-31T12:05:16.510000Z,11056,1263.40904,-227.15274,650.58796,427.38364,-648.84931,969.24203,-124.29382,-83.7215,-36.44781
9532,2024-05-31T12:05:16.520000Z,11057,1262.76276,-226.43186,651.711,427.34989,-648.89031,969.24494,-124.13283,-83.744,-36.30544
9533,2024-05-31T12:05:16.530000Z,11058,1262.11947,-225.72859,652.71938,427.4376,-648.85866,969.23106,-124.66414,-83.65578,-36.87345
9534,2024-05-31T12:05:16.540000Z,11059,1261.43937,-225.20669,653.7262,427.41666,-648.8557,969.24606,-124.41642,-83.6394,-36.61362
9535,2024-05-31T12:05:16.550000Z,11060,1260.73582,-224.70501,654.56925,427.43047,-648.79826,969.23199,-124.59951,-83.63133,-36.85073
9536,2024-05-31T12:05:16.560000Z,11061,1260.08524,-224.21025,655.3832,427.38827,-648.84594,969.24289,-124.20466,-83.68892,-36.40178
9537,2024-05-31T12:05:16.570000Z,11062,1259.42728,-223.809,656.22375,427.41503,-648.79471,969.28088,-124.39675,-83.6373,-36.67789
9538,2024-05-31T12:05:16.580000Z,11063,1258.67144,-223.53976,657.11829,427.38747,-648.86278,969.23636,-124.38449,-83.67184,-36.59962
9539,2024-05-31T12:05:16.590000Z,11064,1257.91827,-223.2385,658.0568,427.42939,-648.83133,969.25184,-124.74227,-83.64934,-36.94313
9540,2024-05-31T12:05:16.600000Z,11065,1257.13498,-222.85199,658.92741,427.38067,-648.85394,969.24252,-124.13177,-83.6908,-36.36093
9541,2024-05-31T12:05:16.610000Z,11066,1256.28649,-222.45895,659.84825,427.45587,-648.81285,969.26551,-124.91382,-83.59582,-37.13134
9542,2024-05-31T12:05:16.620000Z,11067,1255.35484,-222.15551,660.78474,427.37129,-648.87722,969.24317,-124.19846,-83.67943,-36.36624
9543,2024-05-31T12:05:16.630000Z,11068,1254.36238,-221.84379,661.67505,427.4251,-648.86732,969.25007,-124.38573,-83.62228,-36.54705
9544,2024-05-31T12:05:16.640000Z,11069,1253.26026,-221.46414,662.50906,427.344,-648.85399,969.31833,-123.93008,-83.70953,-36.18321
9545,2024-05-31T12:05:16.650000Z,11070,1252.17616,-221.10606,663.21297,427.39512,-648.84031,969.26016,-124.37943,-83.67107,-36.59037
9546,2024-05-31T12:05:16.660000Z,11071,1251.06001,-220.75661,664.04474,427.43523,-648.84551,969.26791,-124.70036,-83.59711,-36.88651
9547,2024-05-31T12:05:16.670000Z,11072,1249.95202,-220.58848,664.78169,427.38895,-648.91111,969.23884,-124.39677,-83.674,-36.52256
9548,2024-05-31T12:05:16.680000Z,11073,1248.79449,-220.42451,665.58342,427.40542,-648.91499,969.25172,-124.43436,-83.65047,-36.58109
9549,2024-05-31T12:05:16.690000Z,11074,1247.66565,-220.24928,666.28012,427.45446,-648.88866,969.24532,-124.79278,-83.57814,-36.94069
9550,2024-05-31T12:05:16.700000Z,11075,1246.51512,-220.07487,667.02191,427.41765,-648.88649,969.23958,-124.45567,-83.65683,-36.64427
9551,2024-05-31T12:05:16.710000Z,11076,1245.35912,-219.86359,667.70361,427.42144,-648.87405,969.23351,-124.47742,-83.66402,-36.63488
9552,2024-05-31T12:05:16.720000Z,11077,1244.22405,-219.65014,668.36295,427.39119,-648.85697,969.23835,-124.35637,-83.70277,-36.54149
9553,2024-05-31T12:05:16.730000Z,11078,1243.02648,-219.45155,668.96278,427.41836,-648.90142,969.23872,-124.47856,-83.66496,-36.63551
9554,2024-05-31T12:05:16.740000Z,11079,1241.88337,-219.11734,669.48876,427.42691,-648.85091,969.24501,-124.44934,-83.69508,-36.63953
9555,2024-05-31T12:05:16.750000Z,11080,1240.69726,-218.79873,670.03936,427.41111,-648.91709,969.24291,-124.42171,-83.6383,-36.60061
9556,2024-05-31T12:05:16.760000Z,11081,1239.57676,-218.45818,670.63983,427.35805,-648.9129,969.2374,-124.3441,-83.74565,-36.50564
9557,2024-05-31T12:05:16.770000Z,11082,1238.40671,-218.12581,671.19177,427.42485,-648.8314,969.2202,-124.64108,-83.69889,-36.8426
9558,2024-05-31T12:05:16.780000Z,11083,1237.30688,-217.77134,671.69926,427.42598,-648.84247,969.19976,-124.18926,-83.63159,-36.32787
9559,2024-05-31T12:05:16.790000Z,11084,1236.24796,-217.35398,672.14125,427.44695,-648.85642,969.23933,-124.86764,-83.57106,-37.0471
9560,2024-05-31T12:05:16.800000Z,11085,1235.21356,-216.89249,672.53574,427.41286,-648.89842,969.21454,-124.47282,-83.66489,-36.63387
9561,2024-05-31T12:05:16.810000Z,11086,1234.22351,-216.44021,672.93384,427.40754,-648.8835,969.2125,-124.59222,-83.66542,-36.73727
9562,2024-05-31T12:05:16.820000Z,11087,1233.25027,-216.00559,673.37369,427.46455,-648.85388,969.24182,-124.91143,-83.63486,-37.12351
9563,2024-05-31T12:05:16.830000Z,11088,1232.33993,-215.46307,673.67744,427.36262,-648.8996,969.22583,-124.3136,-83.72954,-36.45286
9564,2024-05-31T12:05:16.840000Z,11089,1231.38631,-214.89932,673.99099,427.35001,-648.88818,969.22283,-123.81972,-83.73798,-36.01392
9565,2024-05-31T12:05:16.850000Z,11090,1230.48282,-214.36265,674.23577,427.43396,-648.83287,969.24102,-124.37009,-83.5722,-36.59003
9566,2024-05-31T12:05:16.860000Z,11091,1229.56451,-213.63552,674.42061,427.40516,-648.82184,969.26234,-124.22521,-83.64582,-36.41663
9567,2024-05-31T12:05:16.870000Z,11092,1228.61444,-213.00058,674.64731,427.35884,-648.87538,969.28255,-124.03808,-83.66614,-36.19285
9568,2024-05-31T12:05:16.880000Z,11093,1227.58512,-212.32122,674.77821,427.36575,-648.82719,969.25076,-124.27428,-83.71004,-36.45791
9569,2024-05-31T12:05:16.890000Z,11094,1226.60146,-211.67225,674.89674,427.34573,-648.85204,969.26521,-124.11884,-83.73389,-36.27934
9570,2024-05-31T12:05:16.900000Z,11095,1225.51289,-211.04715,674.9782,427.37691,-648.87656,969.2577,-124.19332,-83.67987,-36.3579
9571,2024-05-31T12:05:16.910000Z,11096,1224.51318,-210.40299,675.07376,427.3845,-648.8177,969.25434,-124.20108,-83.67679,-36.37672
9572,2024-05-31T12:05:16.920000Z,11097,1223.47879,-209.74986,675.06855,427.39606,-648.81467,969.25837,-124.54957,-83.65874,-36.73711
9573,2024-05-31T12:05:16.930000Z,11098,1222.42671,-209.10421,675.11588,427.41198,-648.85735,969.2554,-124.55666,-83.65781,-36.73113
9574,2024-05-31T12:05:16.940000Z,11099,1221.37323,-208.46919,675.12235,427.36249,-648.86867,969.26573,-124.23408,-83.68446,-36.39178
9575,2024-05-31T12:05:16.950000Z,11100,1220.37462,-207.78217,675.13396,427.41758,-648.83823,969.28145,-124.35667,-83.65281,-36.54189
9576,2024-05-31T12:05:16.960000Z,11101,1219.33222,-207.2263,675.19674,427.3989,-648.84219,969.28557,-124.43298,-83.68724,-36.60776
9577,2024-05-31T12:05:16.970000Z,11102,1218.24776,-206.50106,675.26631,427.41833,-648.82818,969.28017,-124.48005,-83.62529,-36.66298
9578,2024-05-31T12:05:16.980000Z,11103,1217.08656,-205.8221,675.30077,427.40631,-648.82962,969.27069,-124.59627,-83.62267,-36.78491
9579,2024-05-31T12:05:16.990000Z,11104,1215.89391,-205.03977,675.28373,427.41206,-648.85036,969.24141,-124.72739,-83.6448,-36.87141
9580,2024-05-31T12:05:17.000000Z,11105,1214.63227,-204.26733,675.23502,427.36718,-648.87351,969.25021,-123.98343,-83.71809,-36.10032
9581,2024-05-31T12:05:17.010000Z,11106,1213.24906,-203.46357,675.12987,427.40398,-648.86925,969.24226,-124.49899,-83.6739,-36.64459
9582,2024-05-31T12:05:17.020000Z,11107,1211.86162,-202.68482,674.99186,427.40493,-648.89797,969.25787,-124.29718,-83.62077,-36.42605
9583,2024-05-31T12:05:17.030000Z,11108,1210.4198,-201.91544,674.81888,427.36197,-648.83814,969.25312,-124.19381,-83.71667,-36.39597
9584,2024-05-31T12:05:17.040000Z,11109,1208.92811,-201.19409,674.63073,427.41056,-648.93183,969.25637,-124.61759,-83.63429,-36.73489
9585,2024-05-31T12:05:17.050000Z,11110,1207.57005,-200.5487,674.36876,427.42525,-648.86934,969.2448,-124.63167,-83.64165,-36.80583
9586,2024-05-31T12:05:17.060000Z,11111,1206.19262,-199.79012,674.02452,427.41594,-648.85133,969.20884,-124.75684,-83.6614,-36.93075
9587,2024-05-31T12:05:17.070000Z,11112,1204.894,-199.1562,673.76496,427.38783,-648.85276,969.23873,-124.26218,-83.70019,-36.45449
9588,2024-05-31T12:05:17.080000Z,11113,1203.57717,-198.40966,673.45048,427.38126,-648.89816,969.25281,-124.25091,-83.70346,-36.41623
9589,2024-05-31T12:05:17.090000Z,11114,1202.31646,-197.60443,673.17388,427.41031,-648.91346,969.23636,-124.58607,-83.62489,-36.77483
9590,2024-05-31T12:05:17.100000Z,11115,1201.08183,-196.85658,672.96077,427.3831,-648.86558,969.22487,-124.53472,-83.74016,-36.70187
9591,2024-05-31T12:05:17.110000Z,11116,1199.89843,-196.04344,672.77527,427.40592,-648.85672,969.23936,-124.26344,-83.65208,-36.45288
9592,2024-05-31T12:05:17.120000Z,11117,1198.69212,-195.20359,672.5613,427.44841,-648.88888,969.23906,-124.90787,-83.58694,-37.07813
9593,2024-05-31T12:05:17.130000Z,11118,1197.50189,-194.3017,672.36193,427.44054,-648.85928,969.23026,-124.75909,-83.62228,-36.94416
9594,2024-05-31T12:05:17.140000Z,11119,1196.36264,-193.45184,672.14784,427.39745,-648.85373,969.23867,-124.41199,-83.68918,-36.60658
9595,2024-05-31T12:05:17.150000Z,11120,1195.24013,-192.61923,671.904,427.42171,-648.87412,969.25088,-124.83182,-83.65391,-37.02489
9596,2024-05-31T12:05:17.160000Z,11121,1194.22731,-191.78296,671.65917,427.37628,-648.89931,969.26465,-124.03033,-83.69233,-36.19616
9597,2024-05-31T12:05:17.170000Z,11122,1193.24077,-191.04591,671.45069,427.39252,-648.81351,969.24084,-124.32881,-83.734,-36.54446
9598,2024-05-31T12:05:17.180000Z,11123,1192.36185,-190.33521,671.17604,427.39686,-648.89018,969.24962,-124.56611,-83.70613,-36.74319
9599,2024-05-31T12:05:17.190000Z,11124,1191.54728,-189.58851,670.88276,427.39871,-648.8474,969.25637,-124.31503,-83.69048,-36.47591
9600,2024-05-31T12:05:17.200000Z,11125,1190.80416,-188.85513,670.59738,427.47173,-648.83851,969.25736,-124.84399,-83.60044,-37.02485
9601,2024-05-31T12:05:17.210000Z,11126,1190.19235,-188.15013,670.29256,427.41087,-648.91148,969.23965,-124.42441,-83.64262,-36.52611
9602,2024-05-31T12:05:17.220000Z,11127,1189.64952,-187.56245,670.04219,427.37637,-648.93317,969.25926,-124.48192,-83.70454,-36.59424
9603,2024-05-31T12:05:17.230000Z,11128,1189.22253,-186.98652,669.87578,427.43438,-648.83922,969.25329,-124.56232,-83.65456,-36.7412
9604,2024-05-31T12:05:17.240000Z,11129,1188.95798,-186.2567,669.69784,427.35994,-648.88801,969.25193,-124.04485,-83.75179,-36.20177
9605,2024-05-31T12:05:17.250000Z,11130,1188.79409,-185.61465,669.55794,427.41126,-648.87348,969.25209,-124.50303,-83.68159,-36.68711
9606,2024-05-31T12:05:17.260000Z,11131,1188.80643,-184.98782,669.46646,427.39947,-648.83807,969.31299,-124.37132,-83.67171,-36.59837
9607,2024-05-31T12:05:17.270000Z,11132,1188.96025,-184.46122,669.42699,427.41591,-648.81412,969.26159,-124.13447,-83.69022,-36.35149
9608,2024-05-31T12:05:17.280000Z,11133,1189.24375,-183.92472,669.38943,427.32916,-648.87849,969.26155,-123.92357,-83.79014,-36.09797
9609,2024-05-31T12:05:17.290000Z,11134,1189.61899,-183.46461,669.35868,427.37228,-648.88233,969.26118,-124.2166,-83.68777,-36.37652
9610,2024-05-31T12:05:17.300000Z,11135,1190.11683,-183.00713,669.39872,427.34253,-648.85381,969.25126,-123.84524,-83.74682,-36.01898
9611,2024-05-31T12:05:17.310000Z,11136,1190.73873,-182.60035,669.43462,427.39687,-648.85947,969.24811,-124.41758,-83.67848,-36.58469
9612,2024-05-31T12:05:17.320000Z,11137,1191.47945,-182.20686,669.51077,427.41746,-648.84375,969.24635,-124.53148,-83.64925,-36.72167
9613,2024-05-31T12:05:17.330000Z,11138,1192.28655,-181.91257,669.63633,427.33521,-648.8466,969.24319,-123.9519,-83.76008,-36.08731
9614,2024-05-31T12:05:17.340000Z,11139,1193.18934,-181.55368,669.73362,427.41772,-648.85657,969.23817,-124.42489,-83.6388,-36.57459
9615,2024-05-31T12:05:17.350000Z,11140,1194.18925,-181.35506,669.98435,427.31817,-648.83761,969.24288,-123.78194,-83.77225,-35.98165
9616,2024-05-31T12:05:17.360000Z,11141,1195.27427,-181.16814,670.20692,427.38599,-648.82973,969.22743,-124.29098,-83.6717,-36.44357
9617,2024-05-31T12:05:17.370000Z,11142,1196.38753,-181.01229,670.44524,427.37258,-648.83153,969.24173,-124.16179,-83.69881,-36.35165
9618,2024-05-31T12:05:17.380000Z,11143,1197.49665,-180.90831,670.64796,427.37896,-648.89708,969.25882,-124.22531,-83.68365,-36.39161
9619,2024-05-31T12:05:17.390000Z,11144,1198.66495,-180.86207,670.72214,427.41297,-648.85248,969.23666,-124.55984,-83.65859,-36.6916
9620,2024-05-31T12:05:17.400000Z,11145,1199.84765,-180.92696,670.87446,427.42354,-648.85005,969.24607,-124.42244,-83.63995,-36.5769
9621,2024-05-31T12:05:17.410000Z,11146,1201.03407,-181.12889,670.98516,427.39126,-648.89266,969.24844,-124.16457,-83.66249,-36.313
9622,2024-05-31T12:05:17.420000Z,11147,1202.3302,-181.3319,671.01784,427.42981,-648.85825,969.28722,-124.61761,-83.64347,-36.78928
9623,2024-05-31T12:05:17.430000Z,11148,1203.55611,-181.72771,671.20339,427.42426,-648.84853,969.25185,-124.42641,-83.63866,-36.58588
9624,2024-05-31T12:05:17.440000Z,11149,1204.91697,-182.07731,671.26182,427.38441,-648.8614,969.27741,-124.19423,-83.67818,-36.38338
9625,2024-05-31T12:05:17.450000Z,11150,1206.28942,-182.41186,671.36634,427.40273,-648.85229,969.25597,-124.58545,-83.67451,-36.78741
9626,2024-05-31T12:05:17.460000Z,11151,1207.66595,-182.88701,671.61053,427.45737,-648.87075,969.25611,-124.51681,-83.59196,-36.68323
9627,2024-05-31T12:05:17.470000Z,11152,1209.11171,-183.20326,671.83396,427.44457,-648.84092,969.31156,-124.42187,-83.65336,-36.72472
9628,2024-05-31T12:05:17.480000Z,11153,1210.55207,-183.69719,672.17954,427.41399,-648.89079,969.25547,-124.60719,-83.68353,-36.76455
9629,2024-05-31T12:05:17.490000Z,11154,1211.93657,-184.08213,672.40823,427.43292,-648.82007,969.26575,-124.41727,-83.68616,-36.66483
9630,2024-05-31T12:05:17.500000Z,11155,1213.45174,-184.54922,672.73705,427.38446,-648.87509,969.24986,-124.3186,-83.73722,-36.52088
9631,2024-05-31T12:05:17.510000Z,11156,1214.96165,-184.94568,673.01714,427.41429,-648.91502,969.27258,-124.22459,-83.64789,-36.36735
9632,2024-05-31T12:05:17.520000Z,11157,1216.42568,-185.42682,673.3626,427.43151,-648.92012,969.27597,-124.15421,-83.61414,-36.30828
9633,2024-05-31T12:05:17.530000Z,11158,1217.90708,-185.83323,673.69299,427.37247,-648.81747,969.30971,-123.73791,-83.71357,-36.01353
9634,2024-05-31T12:05:17.540000Z,11159,1219.33705,-186.12798,673.93394,427.41895,-648.84451,969.28248,-124.31592,-83.63602,-36.53835
9635,2024-05-31T12:05:17.550000Z,11160,1220.80974,-186.58994,674.24575,427.40571,-648.89428,969.24856,-124.52991,-83.68938,-36.68134
9636,2024-05-31T12:05:17.560000Z,11161,1222.23167,-186.99348,674.62747,427.36242,-648.86929,969.2828,-123.99316,-83.72358,-36.18847
9637,2024-05-31T12:05:17.570000Z,11162,1223.66999,-187.33838,675.05496,427.42366,-648.84949,969.26275,-124.4229,-83.63861,-36.58586
9638,2024-05-31T12:05:17.580000Z,11163,1225.02187,-187.72771,675.49466,427.42417,-648.88473,969.2748,-124.6399,-83.64989,-36.83745
9639,2024-05-31T12:05:17.590000Z,11164,1226.36554,-188.04552,675.89734,427.38017,-648.857,969.25549,-124.07494,-83.70424,-36.29113
9640,2024-05-31T12:05:17.600000Z,11165,1227.65525,-188.34493,676.35481,427.40339,-648.84961,969.27182,-124.46973,-83.66399,-36.6673
9641,2024-05-31T12:05:17.610000Z,11166,1228.85345,-188.6061,676.7858,427.36457,-648.80789,969.33124,-123.96479,-83.72575,-36.24142
9642,2024-05-31T12:05:17.620000Z,11167,1229.98974,-188.74307,677.1309,427.39007,-648.8696,969.26092,-124.30899,-83.72826,-36.4794
9643,2024-05-31T12:05:17.630000Z,11168,1231.11835,-188.95431,677.60846,427.42827,-648.90419,969.25527,-124.74454,-83.63937,-36.90725
9644,2024-05-31T12:05:17.640000Z,11169,1232.01172,-189.06811,677.99805,427.39592,-648.88061,969.23523,-124.25021,-83.65549,-36.37691
9645,2024-05-31T12:05:17.650000Z,11170,1232.86214,-189.11054,678.37227,427.39036,-648.85145,969.25006,-124.58173,-83.66343,-36.74994
